record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_replacement_risk,remote_jobs_percentage,top_hiring_role,salary_budget_change,ai_adoption_level,job_security_score,market_condition
T181,Intel,Cybersecurity,USA,Enterprise,Jan,2024,5773,15.1,Market Slowdown,6.4,31.6,DevOps Engineer,1.4,5.0,5.2,Stable
T182,Adobe,AI,Singapore,Startup,Aug,2026,14283,20.9,Overhiring Correction,10.0,46.9,Data Scientist,20.2,6.6,4.6,Recession
T183,Meta,E-Commerce,Canada,Mid-size,Sep,2024,6085,13.3,AI Automation,9.8,20.0,DevOps Engineer,27.9,6.3,6.1,Stable
T184,SAP,AI,UK,Startup,Jan,2024,6867,32.1,Restructuring,10.0,70.9,ML Engineer,3.5,9.8,4.3,Recession
T185,SAP,Cybersecurity,Canada,Mid-size,May,2025,2070,11.2,Restructuring,8.3,18.7,Cybersecurity Analyst,25.7,4.7,7.4,Stable
T186,Salesforce,Social Media,Canada,Startup,Feb,2025,14324,39.1,AI Automation,10.0,65.0,Cybersecurity Analyst,-18.7,5.0,2.3,Recession
T187,Palantir,Social Media,Germany,Enterprise,Jun,2024,795,10.0,Overhiring Correction,6.0,76.3,ML Engineer,20.5,3.5,6.2,Stable
T188,Apple,FinTech,UK,Big Tech,May,2026,2235,6.6,Restructuring,10.0,41.9,Data Scientist,5.8,7.8,6.4,Bull Market
T189,Salesforce,Gaming,India,Startup,Sep,2025,12948,30.3,AI Automation,10.0,16.1,Frontend Developer,-0.7,6.7,3.8,Recession
T190,Intel,FinTech,India,Mid-size,Apr,2024,2655,15.7,Cost Cutting,4.7,82.5,DevOps Engineer,-2.4,3.7,5.5,Stable
T191,Apple,AI,UK,Startup,Nov,2025,16061,14.0,Overhiring Correction,8.4,60.0,ML Engineer,0.4,4.2,5.4,Recession
T192,Apple,Cybersecurity,Germany,Mid-size,Dec,2026,2307,1.4,Cost Cutting,4.9,80.6,ML Engineer,-0.1,6.0,6.2,Bull Market
T193,SAP,AI,Germany,Enterprise,Aug,2026,19193,16.8,Market Slowdown,9.2,37.2,ML Engineer,27.1,8.0,6.2,Recession
T194,SAP,Cloud,Canada,Mid-size,Apr,2025,5671,14.4,Overhiring Correction,10.0,84.9,DevOps Engineer,-7.2,8.8,4.6,Stable
T195,SAP,E-Commerce,UK,Big Tech,Mar,2024,7318,13.3,Overhiring Correction,10.0,20.4,Frontend Developer,-1.8,7.1,5.6,Recession
T196,Apple,Gaming,UK,Startup,Jun,2026,16206,24.0,AI Automation,5.5,39.6,DevOps Engineer,4.4,1.9,4.2,Recession
T197,Anthropic,Gaming,USA,Enterprise,May,2025,1482,7.3,Overhiring Correction,10.0,33.6,ML Engineer,12.7,6.9,6.2,Bull Market
T198,Apple,Gaming,Germany,Startup,Jun,2024,1461,5.8,Restructuring,5.8,18.9,DevOps Engineer,10.7,7.4,7.3,Bull Market
T199,Meta,E-Commerce,Canada,Enterprise,Feb,2025,397,4.1,Cost Cutting,2.0,31.3,Frontend Developer,-11.3,1.2,6.5,Bull Market
T200,Google,FinTech,USA,Enterprise,Jan,2025,2151,1.3,Restructuring,2.2,74.6,ML Engineer,-12.2,3.4,6.8,Bull Market
T201,Apple,Gaming,Singapore,Big Tech,Feb,2024,3809,10.7,Market Slowdown,7.1,11.9,Software Engineer,14.5,4.1,6.4,Stable
T202,Uber,Gaming,India,Big Tech,Apr,2025,488,9.4,AI Automation,1.7,56.6,Cloud Engineer,9.0,1.6,7.4,Bull Market
T203,Meta,Cloud,Germany,Big Tech,Aug,2026,1552,2.3,Overhiring Correction,6.1,35.2,Data Scientist,19.4,8.0,7.4,Bull Market
T204,Google,Social Media,Canada,Mid-size,May,2025,1215,31.2,AI Automation,10.0,21.8,ML Engineer,-7.3,8.3,3.3,Recession
T205,Databricks,FinTech,India,Big Tech,Sep,2025,1145,6.8,AI Automation,5.1,44.6,Data Scientist,-1.1,3.2,7.4,Bull Market
T206,Anthropic,Cybersecurity,Canada,Startup,Jan,2026,2480,10.0,Restructuring,10.0,86.1,DevOps Engineer,26.7,9.8,6.6,Stable
T207,Intel,FinTech,Singapore,Startup,Jun,2024,6554,4.6,AI Automation,5.5,82.6,Data Scientist,19.0,6.3,6.3,Stable
T208,Stripe,Social Media,UK,Mid-size,Sep,2025,2019,2.5,Cost Cutting,5.3,71.1,Cybersecurity Analyst,26.0,5.3,8.2,Bull Market
T209,SAP,Social Media,Germany,Mid-size,Dec,2025,1751,8.1,AI Automation,10.0,44.3,Data Scientist,6.6,8.2,5.9,Bull Market
T210,Adobe,Cloud,USA,Mid-size,May,2026,1522,4.9,Restructuring,10.0,70.3,Cybersecurity Analyst,10.0,9.3,5.7,Bull Market
T211,Palantir,E-Commerce,UK,Startup,May,2025,2105,29.0,AI Automation,10.0,12.2,Product Manager,1.2,6.1,3.3,Recession
T212,Salesforce,FinTech,USA,Enterprise,Dec,2025,5799,10.9,Restructuring,5.5,77.2,Frontend Developer,25.9,3.0,7.9,Stable
T213,Salesforce,Cloud,Germany,Big Tech,Feb,2026,183,9.5,Restructuring,9.8,57.5,Cloud Engineer,-0.3,8.4,5.2,Stable
T214,Amazon,E-Commerce,Canada,Mid-size,Jun,2024,12546,34.7,AI Automation,10.0,22.1,Cloud Engineer,-11.4,1.9,1.8,Recession
T215,Salesforce,Social Media,UK,Enterprise,Mar,2026,924,11.0,Restructuring,9.9,28.1,Frontend Developer,-11.5,7.9,5.7,Stable
T216,Intel,E-Commerce,USA,Enterprise,May,2026,13707,31.7,AI Automation,8.3,75.4,Frontend Developer,-17.0,3.0,2.6,Recession
T217,Amazon,Social Media,Singapore,Big Tech,Jan,2024,5241,7.7,Overhiring Correction,3.3,70.3,ML Engineer,2.2,3.0,7.1,Stable
T218,SAP,AI,India,Startup,Jun,2025,1583,3.0,Overhiring Correction,4.4,50.7,Data Scientist,23.3,4.3,8.1,Bull Market
T219,Meta,Cybersecurity,India,Big Tech,Aug,2024,506,3.1,Overhiring Correction,6.6,25.6,Cybersecurity Analyst,34.1,9.3,8.6,Stable
T220,Apple,Cybersecurity,UK,Big Tech,Apr,2024,2330,10.3,AI Automation,8.1,82.5,Cloud Engineer,0.2,6.1,5.6,Stable
T221,Netflix,E-Commerce,Canada,Big Tech,May,2025,5997,25.5,Restructuring,6.2,48.6,Data Scientist,16.6,1.9,6.0,Recession
T222,Uber,Cybersecurity,UK,Big Tech,Mar,2024,451,6.3,Restructuring,10.0,30.0,Data Scientist,28.7,8.3,7.1,Bull Market
T223,Netflix,Social Media,Germany,Startup,Nov,2025,1112,8.6,AI Automation,2.4,36.7,Cybersecurity Analyst,-3.8,1.5,5.9,Recession
T224,Palantir,Cybersecurity,UK,Enterprise,Jun,2026,2244,0.7,Cost Cutting,8.4,63.7,ML Engineer,12.6,7.2,6.1,Bull Market
T225,Microsoft,Cloud,India,Mid-size,Jun,2026,2861,16.6,Overhiring Correction,8.6,87.7,Software Engineer,15.9,3.5,5.4,Stable
T226,Intel,E-Commerce,Canada,Mid-size,Feb,2025,8162,27.4,Restructuring,10.0,62.5,Data Scientist,-21.8,4.6,2.3,Recession
T227,OpenAI,Cybersecurity,Germany,Big Tech,Mar,2025,4554,28.8,AI Automation,8.5,55.1,Data Scientist,2.6,1.8,3.2,Recession
T228,SAP,E-Commerce,Singapore,Enterprise,Mar,2025,1177,4.5,Overhiring Correction,4.5,26.2,ML Engineer,11.2,2.6,7.8,Bull Market
T229,Meta,Gaming,USA,Mid-size,Mar,2025,182,17.3,Cost Cutting,6.6,63.2,ML Engineer,5.4,3.3,5.6,Stable
T230,Intel,Cybersecurity,UK,Startup,Nov,2026,4839,8.4,Market Slowdown,6.5,53.8,Product Manager,1.9,8.8,4.7,Stable
T231,Apple,Social Media,UK,Startup,Oct,2026,6119,15.9,Cost Cutting,9.3,38.4,ML Engineer,12.0,9.2,5.0,Recession
T232,Netflix,Social Media,Canada,Enterprise,Jan,2024,5370,23.8,AI Automation,10.0,69.4,Software Engineer,-12.9,9.0,3.2,Recession
T233,Stripe,FinTech,Singapore,Mid-size,Oct,2026,6488,35.7,AI Automation,10.0,46.3,Frontend Developer,4.7,5.8,3.8,Recession
T234,OpenAI,Social Media,Canada,Enterprise,Aug,2024,15427,21.4,Restructuring,10.0,34.1,Cloud Engineer,13.5,9.4,4.9,Recession
T235,Adobe,E-Commerce,USA,Startup,Jul,2025,1777,4.1,Restructuring,3.8,24.9,DevOps Engineer,22.5,4.7,7.7,Bull Market
T236,Uber,FinTech,Canada,Mid-size,Dec,2025,3615,8.5,Restructuring,5.5,76.3,Cybersecurity Analyst,29.5,3.8,7.3,Stable
T237,Apple,Gaming,UK,Startup,Aug,2024,2954,4.9,Market Slowdown,7.2,50.3,Product Manager,21.1,5.6,7.5,Stable
T238,SAP,Cloud,India,Startup,Jul,2026,1308,4.6,Restructuring,6.6,19.4,Cloud Engineer,20.2,5.0,6.6,Bull Market
T239,Airbnb,Gaming,India,Enterprise,Apr,2024,9912,21.3,Restructuring,5.2,56.6,Cybersecurity Analyst,-11.6,1.8,4.4,Recession
T240,Anthropic,E-Commerce,Germany,Enterprise,Feb,2025,3553,17.3,Overhiring Correction,7.4,79.7,Software Engineer,6.5,4.0,6.1,Stable
T241,SAP,Cloud,India,Enterprise,May,2025,92,5.3,Overhiring Correction,6.4,45.1,Software Engineer,0.7,6.2,6.3,Bull Market
T242,OpenAI,FinTech,Canada,Startup,Mar,2025,192,0.2,Market Slowdown,5.4,27.8,Frontend Developer,23.6,9.6,7.9,Bull Market
T243,NVIDIA,FinTech,USA,Big Tech,Jun,2026,2472,4.9,Market Slowdown,10.0,75.6,Product Manager,-8.4,8.9,3.8,Bull Market
T244,Amazon,E-Commerce,Canada,Big Tech,Oct,2026,9385,10.1,Overhiring Correction,5.3,77.8,Cloud Engineer,4.3,3.5,5.8,Recession
T245,Microsoft,Cloud,USA,Big Tech,Sep,2025,1869,6.5,Cost Cutting,8.9,40.0,Cybersecurity Analyst,13.3,9.5,6.4,Stable
T246,Uber,Cybersecurity,Canada,Big Tech,Jan,2024,16240,8.2,Cost Cutting,10.0,56.5,Software Engineer,6.6,8.6,6.3,Recession
T247,Salesforce,Gaming,Germany,Big Tech,Jun,2026,1234,6.2,Market Slowdown,1.0,41.3,ML Engineer,8.0,1.1,8.7,Bull Market
T248,Netflix,E-Commerce,Canada,Enterprise,Sep,2026,4516,30.9,Overhiring Correction,9.6,58.0,Cybersecurity Analyst,13.2,5.9,4.3,Recession
T249,OpenAI,Social Media,Canada,Enterprise,Jun,2025,470,15.0,AI Automation,4.9,52.7,Software Engineer,-5.2,2.2,5.3,Stable
T250,Oracle,Cybersecurity,UK,Startup,May,2026,1922,27.0,Overhiring Correction,10.0,46.9,DevOps Engineer,14.9,3.5,4.0,Recession
T251,Stripe,Cloud,Singapore,Startup,Mar,2026,19965,9.1,Overhiring Correction,5.9,78.6,DevOps Engineer,-3.0,5.2,5.5,Recession
T252,NVIDIA,Cloud,Singapore,Mid-size,Apr,2024,1937,8.4,Restructuring,7.5,76.1,Data Scientist,21.7,7.0,6.9,Bull Market
T253,Salesforce,E-Commerce,India,Big Tech,Jul,2026,3850,8.7,Overhiring Correction,9.8,62.3,Product Manager,18.9,6.1,5.4,Recession
T254,OpenAI,Gaming,Singapore,Startup,Sep,2024,18642,8.2,Overhiring Correction,9.0,56.5,ML Engineer,11.0,8.5,5.2,Recession
T255,Salesforce,Social Media,Germany,Big Tech,Aug,2026,6139,7.4,Market Slowdown,9.2,89.7,ML Engineer,22.6,6.4,5.8,Stable
T256,Palantir,FinTech,Singapore,Enterprise,Apr,2024,14878,35.6,Market Slowdown,10.0,65.3,DevOps Engineer,-15.6,5.1,2.6,Recession
T257,Palantir,FinTech,India,Enterprise,Dec,2026,4601,8.7,Restructuring,3.9,64.8,Product Manager,3.2,2.6,7.6,Stable
T258,Salesforce,E-Commerce,UK,Enterprise,Oct,2026,189,7.8,Overhiring Correction,8.0,16.3,Data Scientist,15.3,6.8,5.8,Stable
T259,NVIDIA,E-Commerce,UK,Mid-size,May,2026,2487,16.0,AI Automation,10.0,80.9,Software Engineer,5.6,9.2,3.4,Stable
T260,Intel,E-Commerce,Singapore,Enterprise,Apr,2024,15062,27.3,Overhiring Correction,10.0,36.8,DevOps Engineer,21.2,9.1,3.8,Recession
T261,Spotify,Cybersecurity,Singapore,Enterprise,Oct,2026,1969,4.2,Overhiring Correction,3.4,18.1,Data Scientist,29.3,4.5,8.5,Bull Market
T262,Airbnb,Cloud,USA,Mid-size,Jan,2024,17575,17.6,Restructuring,4.7,38.3,Product Manager,0.2,3.5,4.1,Recession
T263,Salesforce,Social Media,Germany,Startup,Jan,2026,16735,10.6,Cost Cutting,10.0,22.5,ML Engineer,-1.7,9.9,4.3,Recession
T264,Oracle,Social Media,Germany,Big Tech,May,2025,8657,34.3,Market Slowdown,10.0,37.8,Product Manager,0.7,8.9,2.8,Recession
T265,Meta,Gaming,USA,Mid-size,Mar,2025,4103,36.5,Cost Cutting,10.0,62.5,Software Engineer,-3.2,6.1,2.5,Recession
T266,Meta,Gaming,Germany,Big Tech,Jan,2024,186,7.6,Market Slowdown,8.4,50.8,Cloud Engineer,19.0,7.3,7.9,Bull Market
T267,Stripe,Cybersecurity,USA,Enterprise,Nov,2026,3358,3.4,Overhiring Correction,5.1,24.6,DevOps Engineer,33.7,7.7,7.5,Stable
T268,OpenAI,Cloud,Canada,Big Tech,Feb,2025,3782,17.0,Cost Cutting,8.0,73.7,Product Manager,-11.1,4.4,4.0,Stable
T269,SAP,Social Media,UK,Mid-size,May,2026,524,6.2,Cost Cutting,2.6,22.2,Cybersecurity Analyst,-7.2,3.4,5.4,Bull Market
T270,Netflix,Cybersecurity,Singapore,Big Tech,Feb,2025,1899,16.7,AI Automation,5.3,70.8,Cybersecurity Analyst,3.3,3.6,6.2,Stable
T271,Netflix,Cloud,Germany,Enterprise,May,2025,1117,4.8,Cost Cutting,5.0,28.1,Software Engineer,9.6,4.6,7.3,Bull Market
T272,SAP,Gaming,UK,Enterprise,May,2026,2796,15.3,Market Slowdown,7.4,36.9,Software Engineer,14.7,8.7,7.0,Stable
T273,Airbnb,AI,Singapore,Startup,Mar,2025,3213,7.7,Overhiring Correction,6.7,78.5,Data Scientist,-0.3,6.5,5.9,Stable
T274,Adobe,Social Media,USA,Enterprise,Apr,2024,2068,5.0,Restructuring,3.8,13.3,Product Manager,5.4,1.8,7.9,Stable
T275,Apple,E-Commerce,Singapore,Enterprise,Sep,2026,3897,5.7,Cost Cutting,8.5,53.4,DevOps Engineer,14.1,6.4,6.6,Stable
T276,Airbnb,Social Media,Canada,Startup,Sep,2026,2961,19.0,Market Slowdown,10.0,46.2,DevOps Engineer,1.0,8.6,3.6,Recession
T277,Amazon,Cybersecurity,USA,Startup,Oct,2026,8678,24.0,Cost Cutting,10.0,61.8,Product Manager,-12.4,5.0,4.2,Recession
T278,Netflix,FinTech,Canada,Big Tech,Dec,2026,104,6.6,Restructuring,7.6,82.7,Product Manager,-6.3,5.2,5.4,Bull Market
T279,Amazon,Cybersecurity,Germany,Startup,Sep,2025,5652,15.0,Restructuring,6.3,86.0,ML Engineer,11.1,4.9,5.8,Stable
T280,Stripe,AI,Canada,Big Tech,Dec,2024,9662,29.1,Restructuring,7.9,81.9,Data Scientist,-11.1,1.4,2.0,Recession
T281,Spotify,Gaming,USA,Mid-size,Jan,2025,1310,19.6,Market Slowdown,9.6,57.6,Data Scientist,10.3,6.2,4.4,Recession
T282,Amazon,Cybersecurity,USA,Startup,May,2025,6178,10.5,Cost Cutting,8.9,87.6,Software Engineer,-17.3,6.1,4.5,Stable
T283,Apple,Gaming,Singapore,Big Tech,Aug,2025,2258,10.8,Restructuring,7.3,75.7,Frontend Developer,6.7,3.0,5.1,Stable
T284,Amazon,Social Media,Singapore,Mid-size,Feb,2024,14136,19.5,Overhiring Correction,4.5,74.7,Cybersecurity Analyst,-3.3,1.8,4.8,Recession
T285,NVIDIA,Cybersecurity,India,Mid-size,May,2025,406,5.3,Overhiring Correction,9.9,62.3,Software Engineer,31.6,9.4,6.6,Bull Market
T286,Oracle,Cybersecurity,Germany,Mid-size,Jun,2024,574,9.4,Market Slowdown,4.5,64.5,DevOps Engineer,-0.4,5.6,7.2,Bull Market
T287,Uber,Social Media,USA,Startup,Oct,2024,12404,25.0,Cost Cutting,7.8,54.5,Frontend Developer,-15.3,5.0,4.0,Recession
T288,Uber,AI,USA,Startup,Apr,2026,4331,9.5,AI Automation,3.6,14.0,ML Engineer,-5.4,1.9,6.0,Stable
T289,NVIDIA,E-Commerce,India,Mid-size,Sep,2025,422,7.3,Cost Cutting,3.7,77.6,ML Engineer,14.7,1.4,8.1,Bull Market
T290,Stripe,FinTech,Canada,Enterprise,Mar,2026,1764,9.0,Overhiring Correction,9.8,10.5,Cloud Engineer,8.1,5.6,5.7,Bull Market
T291,Airbnb,E-Commerce,UK,Enterprise,Nov,2026,1216,4.0,Restructuring,9.0,89.8,ML Engineer,3.6,8.2,5.3,Bull Market
T292,Palantir,E-Commerce,USA,Enterprise,Sep,2025,14380,17.8,Restructuring,10.0,55.2,Frontend Developer,17.6,9.0,5.9,Recession
T293,Oracle,Cloud,UK,Big Tech,Apr,2024,115,3.4,Market Slowdown,3.1,34.4,DevOps Engineer,-10.1,1.5,6.4,Bull Market
T294,Apple,Gaming,Germany,Startup,Jul,2026,18937,35.5,Overhiring Correction,10.0,34.5,Frontend Developer,4.7,4.8,2.3,Recession
T295,Apple,E-Commerce,India,Enterprise,Nov,2024,2119,9.0,Restructuring,7.8,42.8,Cybersecurity Analyst,-3.0,7.4,4.8,Bull Market
T296,Intel,AI,Canada,Mid-size,Jul,2026,629,3.4,Overhiring Correction,1.1,63.0,Data Scientist,14.7,2.7,8.6,Bull Market
T297,Databricks,AI,USA,Mid-size,Aug,2024,4092,33.8,Market Slowdown,7.3,37.7,ML Engineer,-6.3,2.9,2.5,Recession
T298,Adobe,AI,India,Mid-size,Dec,2025,10021,39.2,Cost Cutting,10.0,18.9,ML Engineer,2.0,8.2,2.6,Recession
T299,Databricks,Social Media,India,Big Tech,May,2025,1878,7.4,Restructuring,2.2,50.4,Cybersecurity Analyst,5.7,1.4,7.2,Bull Market
T300,Palantir,Social Media,UK,Enterprise,Sep,2025,387,11.5,Restructuring,10.0,61.6,Cybersecurity Analyst,-6.4,9.9,5.0,Stable
T301,Microsoft,Gaming,Singapore,Big Tech,Jun,2025,1007,1.7,Restructuring,8.0,72.5,Product Manager,1.0,5.7,6.0,Stable
T302,Meta,Cybersecurity,India,Mid-size,Sep,2026,11,1.5,Overhiring Correction,10.0,40.2,Cloud Engineer,19.0,9.7,6.6,Bull Market
T303,Oracle,FinTech,India,Mid-size,Jul,2026,2450,2.0,Cost Cutting,9.4,19.1,Product Manager,11.3,6.9,5.7,Stable
T304,OpenAI,Cybersecurity,Singapore,Enterprise,Dec,2026,2652,5.4,Restructuring,8.3,49.4,DevOps Engineer,11.3,6.6,5.4,Stable
T305,SAP,Cloud,Singapore,Enterprise,Dec,2026,1892,6.0,Restructuring,2.5,67.2,ML Engineer,20.5,1.2,8.3,Bull Market
T306,Netflix,Cybersecurity,Singapore,Startup,Feb,2026,8697,26.6,AI Automation,10.0,62.9,Software Engineer,-9.3,7.1,3.0,Recession
T307,Google,E-Commerce,India,Mid-size,Jan,2024,1734,1.3,Overhiring Correction,8.6,62.0,ML Engineer,23.0,6.0,6.3,Bull Market
T308,SAP,FinTech,USA,Big Tech,Jan,2024,13370,12.7,Overhiring Correction,10.0,55.3,DevOps Engineer,6.2,7.4,5.2,Recession
T309,Palantir,E-Commerce,USA,Startup,Sep,2025,10462,23.4,AI Automation,7.9,45.5,Cloud Engineer,20.1,3.2,5.5,Recession
T310,Anthropic,Gaming,Singapore,Big Tech,Feb,2026,1872,4.9,Cost Cutting,5.9,60.6,Data Scientist,18.0,3.8,8.1,Bull Market
T311,Airbnb,Cloud,Canada,Enterprise,Jul,2024,6928,14.3,Market Slowdown,9.1,59.4,Cloud Engineer,2.0,5.5,4.3,Stable
T312,NVIDIA,E-Commerce,Canada,Mid-size,May,2026,1923,32.7,AI Automation,10.0,53.5,Product Manager,2.1,6.3,4.4,Recession
T313,Meta,AI,Germany,Big Tech,Jan,2026,4937,12.1,AI Automation,7.5,81.5,Data Scientist,25.9,3.3,6.8,Stable
T314,Netflix,AI,Germany,Big Tech,Oct,2024,1599,37.6,Overhiring Correction,10.0,70.5,Data Scientist,10.3,9.5,4.0,Recession
T315,Meta,Cloud,India,Big Tech,Feb,2026,4733,14.9,Market Slowdown,7.2,62.6,Software Engineer,0.5,9.7,6.0,Stable
T316,Palantir,Cybersecurity,Singapore,Startup,Jan,2024,506,6.6,Overhiring Correction,5.0,43.2,Cybersecurity Analyst,-9.3,4.7,6.1,Bull Market
T317,Apple,Gaming,Singapore,Big Tech,Mar,2026,2010,3.4,Cost Cutting,1.1,59.6,Cloud Engineer,-11.3,2.0,6.0,Bull Market
T318,Stripe,Gaming,Germany,Enterprise,Dec,2026,2439,10.2,AI Automation,7.2,33.7,ML Engineer,5.2,3.3,6.8,Stable
T319,Anthropic,Social Media,UK,Startup,Apr,2024,1301,4.8,Market Slowdown,10.0,25.6,Frontend Developer,22.6,7.8,7.5,Bull Market
T320,Databricks,Gaming,Canada,Big Tech,Nov,2025,118,9.8,Restructuring,10.0,21.9,Software Engineer,10.3,8.2,4.6,Stable
T321,OpenAI,Cloud,UK,Big Tech,Nov,2026,3288,8.5,Restructuring,5.3,25.1,ML Engineer,28.0,6.1,7.5,Stable
T322,Amazon,Gaming,Canada,Enterprise,Feb,2025,880,5.0,Cost Cutting,4.8,72.8,Data Scientist,23.3,2.8,7.7,Bull Market
T323,NVIDIA,Social Media,Singapore,Mid-size,Jun,2025,10145,13.9,AI Automation,10.0,77.0,Frontend Developer,0.7,6.6,5.9,Recession
T324,Amazon,AI,UK,Big Tech,Feb,2024,134,1.9,AI Automation,3.6,77.1,Data Scientist,-15.4,3.2,6.6,Stable
T325,Netflix,E-Commerce,Germany,Big Tech,Feb,2025,2381,9.6,Overhiring Correction,5.4,82.2,Software Engineer,4.6,8.9,6.0,Bull Market
T326,Amazon,Cybersecurity,Canada,Enterprise,May,2025,3636,14.5,Restructuring,10.0,89.2,Software Engineer,-7.2,9.4,3.3,Stable
T327,Amazon,Social Media,Canada,Mid-size,Nov,2025,6560,9.8,Cost Cutting,2.9,11.9,ML Engineer,0.1,1.0,6.4,Recession
T328,Apple,FinTech,UK,Enterprise,Feb,2024,2753,9.3,Restructuring,4.4,64.2,ML Engineer,11.9,3.8,7.5,Stable
T329,Spotify,E-Commerce,UK,Big Tech,May,2024,34,3.2,Restructuring,10.0,41.9,Cybersecurity Analyst,5.2,8.0,5.9,Bull Market
T330,Databricks,Cybersecurity,India,Big Tech,May,2024,698,3.7,Restructuring,2.2,21.2,ML Engineer,5.4,4.8,6.7,Bull Market
T331,Salesforce,Gaming,Canada,Big Tech,Jun,2025,4639,17.9,Overhiring Correction,10.0,82.6,DevOps Engineer,3.6,7.1,4.2,Stable
T332,Apple,FinTech,UK,Mid-size,Mar,2025,590,6.9,Market Slowdown,5.0,55.6,Cybersecurity Analyst,-12.0,4.2,5.8,Stable
T333,Adobe,Social Media,Singapore,Big Tech,Jun,2025,5340,26.2,Market Slowdown,9.9,45.2,Product Manager,-10.2,3.4,2.4,Recession
T334,NVIDIA,FinTech,USA,Mid-size,Nov,2026,12594,17.1,AI Automation,6.2,20.3,ML Engineer,-7.5,4.7,3.6,Recession
T335,SAP,Social Media,India,Big Tech,Jul,2026,2148,4.3,Restructuring,5.7,35.3,Data Scientist,7.1,3.3,6.9,Stable
T336,Apple,Social Media,UK,Mid-size,Dec,2025,1971,4.4,Restructuring,3.1,44.1,ML Engineer,-13.6,2.5,5.8,Stable
T337,Amazon,E-Commerce,Canada,Big Tech,Sep,2026,5476,34.0,Restructuring,10.0,33.5,Frontend Developer,4.7,3.5,3.9,Recession
T338,Palantir,AI,UK,Startup,Nov,2026,937,7.4,Market Slowdown,7.7,14.6,ML Engineer,13.5,9.0,7.1,Bull Market
T339,Netflix,Social Media,Canada,Startup,Jun,2025,15643,24.4,AI Automation,10.0,61.6,Frontend Developer,16.7,4.2,5.7,Recession
T340,Google,AI,UK,Mid-size,Aug,2025,13496,13.8,Restructuring,7.5,39.4,ML Engineer,1.5,4.5,4.2,Recession
T341,SAP,Gaming,Singapore,Mid-size,Aug,2024,3489,14.3,Market Slowdown,8.8,86.5,Software Engineer,-9.6,5.7,3.7,Stable
T342,Oracle,AI,USA,Mid-size,Jun,2025,6838,15.9,Cost Cutting,9.9,21.7,Data Scientist,7.0,3.9,5.7,Stable
T343,Anthropic,E-Commerce,UK,Big Tech,Dec,2026,1307,8.0,Restructuring,7.0,63.0,DevOps Engineer,18.8,5.6,6.7,Bull Market
T344,Salesforce,AI,UK,Startup,Jan,2025,17574,10.6,AI Automation,10.0,14.3,ML Engineer,17.0,7.3,7.0,Recession
T345,Netflix,Social Media,India,Mid-size,Jun,2026,9881,20.9,Restructuring,8.9,76.3,ML Engineer,-2.9,5.9,4.0,Recession
T346,SAP,Cloud,Germany,Mid-size,Jul,2024,1808,3.0,Overhiring Correction,4.6,13.8,Frontend Developer,8.1,4.3,8.5,Bull Market
T347,Uber,E-Commerce,Canada,Big Tech,Dec,2024,1083,17.6,Cost Cutting,10.0,14.5,Software Engineer,-14.2,3.7,3.0,Stable
T348,Spotify,Gaming,Singapore,Startup,Sep,2024,19445,39.4,Market Slowdown,9.7,52.4,Data Scientist,14.9,2.1,3.8,Recession
T349,Salesforce,Cloud,Germany,Startup,Sep,2026,5043,5.4,Market Slowdown,2.6,89.7,DevOps Engineer,-7.7,2.2,6.9,Stable
T350,Databricks,E-Commerce,Canada,Big Tech,Jun,2025,3659,24.4,Restructuring,9.9,15.4,Data Scientist,-8.8,3.0,3.6,Recession
T351,Databricks,Cloud,Singapore,Enterprise,Nov,2024,2567,30.8,Market Slowdown,10.0,28.6,Data Scientist,-17.9,4.4,2.0,Recession
T352,Microsoft,Cloud,UK,Startup,Dec,2024,294,8.2,Overhiring Correction,8.7,52.8,Cybersecurity Analyst,2.2,5.0,6.1,Bull Market
T353,NVIDIA,E-Commerce,Canada,Mid-size,Jul,2024,9243,35.6,Restructuring,10.0,42.3,Frontend Developer,1.9,9.0,2.2,Recession
T354,Palantir,Social Media,Singapore,Mid-size,Aug,2025,5631,25.2,Cost Cutting,6.3,43.4,ML Engineer,14.7,3.2,5.0,Recession
T355,Netflix,FinTech,Germany,Startup,Aug,2024,2259,13.1,Cost Cutting,10.0,72.7,Software Engineer,-13.5,9.6,3.6,Stable
T356,NVIDIA,Cybersecurity,Canada,Big Tech,Jul,2026,3648,3.0,Restructuring,9.8,23.5,DevOps Engineer,16.1,8.4,7.1,Stable
T357,OpenAI,Cloud,USA,Startup,Jan,2025,534,9.8,Cost Cutting,10.0,41.5,Cloud Engineer,8.1,8.4,6.0,Bull Market
T358,Palantir,FinTech,India,Big Tech,Sep,2026,12112,28.7,AI Automation,10.0,27.6,DevOps Engineer,-12.2,8.2,3.4,Recession
T359,Stripe,AI,UK,Enterprise,Dec,2025,6338,38.3,Overhiring Correction,10.0,40.5,ML Engineer,-2.6,7.3,3.9,Recession
T360,Uber,E-Commerce,USA,Mid-size,Aug,2025,2662,15.0,Market Slowdown,10.0,35.1,Software Engineer,-2.9,9.3,3.9,Stable
T361,Amazon,E-Commerce,USA,Mid-size,Dec,2026,2121,9.7,Restructuring,6.0,65.7,Cybersecurity Analyst,-5.5,2.2,5.0,Bull Market
